Median Unit Price - 2019,,,,,,,,,,,,,,,,
KEYSBOROUGH,330000,367500,366500,355000,379500,439000,511000,490000,551000,577500,590500,672500,2,79,6.0,
KILMORE,238000,244500,252500,248000,237000,230000,255000,275000,275000,315000,335000,339000,6,41,3.5,
KILSYTH,325000,355000,380000,345000,367500,400000,425000,492500,545000,567500,568000,590000,0,75,5.7,
KINGSBURY,340000,425000,427500,377000,370500,357500,400000,450000,485000,511000,547500,507000,7,61,4.9,
KINGSVILLE,310000,350000,330500,386500,320000,322500,400000,407000,404000,437000,408000,462500,-7,32,2.8,
KNOXFIELD,385000,449000,411000,460000,446000,498000,562000,593500,625000,647500,625000,750000,-3,62,5.0,
KOO WEE RUP,253500,241500,220000,241000,228000,230000,270000,277500,361500,372500,415000,410000,11,64,5.1,
KOOYONG,991000,1100000,752500,1190000,695000,705000,1170000,1410000,762500,935000,735000,NA,-21,-26,-2.9,
KORUMBURRA,218000,215000,231500,259500,254500,215000,198000,210000,221500,259000,311000,328000,20,43,3.6,
KURUNJANG,220000,258000,235000,255000,255500,268500,261000,250000,309000,360000,372000,362000,3,69,5.4,
KYABRAM,180000,167500,190000,199000,175000,195000,160000,199000,220000,227000,205000,220000,-10,14,1.3,
KYNETON,210000,235000,254500,268000,285000,297500,325000,360500,389000,408000,420000,425000,3,100,7.2,
LAKE WENDOUREE,290000,340000,350000,350000,330000,376500,305000,313000,362500,442500,473500,459500,7,63,5.0,
LAKES ENTRANCE,270000,224500,215500,225000,228500,238000,250000,252500,265000,257000,220000,330000,-14,-19,-2.0,
LALOR,282500,300000,321000,312000,310000,315000,327000,375500,440500,430000,442000,500000,3,56,4.6,
LANGWARRIN,275000,292500,310000,301000,307500,310000,316500,356500,431000,460000,450500,457500,-2,64,5.1,
LARA,275500,258000,274500,275000,263000,265000,300000,294000,320000,353000,377500,319000,7,37,3.2,
LARA LAKE,225000,229500,280000,266000,252000,314000,285000,267000,312500,355000,379000,467500,7,68,5.4,
LAVERTON,262000,295500,305000,342500,297500,321500,374000,415000,414500,445000,505000,550000,13,93,6.8,
LAVERTON SOUTH,296000,328500,357500,320000,320000,338500,361000,370000,437000,480000,468000,495000,-3,58,4.7,
LEONGATHA,210000,220000,275000,235000,270000,265000,292500,276000,267500,265000,247500,339000,-7,18,1.7,
LEOPOLD,239000,275000,285000,261000,285000,290000,285000,308000,308500,360000,391500,399000,9,64,5.1,
LILYDALE,312500,347000,370000,359000,345500,366500,400000,440000,464000,525500,500000,525000,-5,60,4.8,
LONG GULLY,188000,190000,225000,211500,204000,223000,230000,239000,233000,250000,255000,230000,2,36,3.1,
LONGWARRY,160500,240000,239000,225000,222500,212500,252500,270500,308000,347500,330000,375000,-5,106,7.5,
LORNE,550000,600000,550000,597500,550000,554000,755000,580000,390000,750000,815000,697500,9,48,4.0,
LOWER PLENTY,361500,425000,389500,385000,420000,441500,491500,564000,560000,517500,545000,662000,5,51,4.2,
LYNBROOK,342000,375500,333500,380000,367500,372500,370000,421000,450000,244000,535000,535000,119,56,4.6,
MACLEOD,413000,470000,433000,414500,337500,483000,554000,543500,651500,636500,655000,749500,3,59,4.7,
MADDINGLEY,245000,275000,275000,208000,307500,211000,288000,299000,316500,379000,365000,402500,-4,49,4.1,
MAFFRA,193000,184000,194500,177000,217500,201000,214000,227000,225000,205000,220000,305000,7,14,1.3,
MAIDSTONE,370000,427000,398000,435000,420000,435000,482500,500000,600000,600000,575000,635000,-4,55,4.5,
MALVERN,524000,545000,545000,725000,620000,773000,668500,649000,751500,715000,720000,650000,1,37,3.2,
MALVERN EAST,376500,402500,510000,445000,499000,525000,589500,658500,625000,628500,633500,641000,1,68,5.3,
MANIFOLD HEIGHTS,229500,255000,270000,306500,275000,280000,287000,262000,335000,360000,339000,350000,-6,48,4.0,
MANSFIELD,210000,238500,246000,296000,258000,279000,275000,200000,247500,334000,340000,376000,2,62,4.9,
MARIBYRNONG,435000,496000,443500,434500,480000,460000,459000,460000,487000,462500,510000,467000,10,17,1.6,
MARYBOROUGH,155000,163000,190000,185000,200000,178500,193500,219000,215000,227500,208000,227500,-8,34,3.0,
MCCRAE,343000,428500,650000,500000,502500,436000,490000,607500,682000,690000,700000,625000,1,104,7.4,
MCKINNON,620000,719000,605000,591500,555000,600000,687000,661500,747500,780000,785000,831000,1,27,2.4,
MEADOW HEIGHTS,255000,300000,295000,275000,270000,268000,285000,300000,350000,400000,376500,401000,-6,48,4.0,
MELBOURNE,395000,455000,465000,488000,497500,524000,560000,534000,518500,515000,474000,470000,-8,20,1.8,
MELTON,225000,230000,245000,230000,224500,249000,225000,230000,274500,317000,314000,322500,-1,40,3.4,
MELTON SOUTH,213500,230500,235000,228000,192000,212000,221500,230000,280000,320000,299500,310000,-6,40,3.4,
MELTON WEST,249000,261000,249500,287000,275000,262500,257500,275000,350000,385000,362000,398500,-6,45,3.8,
MENTONE,370000,499500,445000,466000,482500,485000,475000,550000,558000,570000,600000,605000,5,62,5.0,
MERNDA,320000,285000,295000,285000,310000,329000,315000,317500,355000,385000,385500,385000,0,20,1.9,
METUNG,395000,232000,350000,375000,380000,315000,311000,225000,212500,265000,292500,671000,10,-26,-3.0,
MIDDLE PARK,530000,629000,605000,530000,660000,670000,780000,752000,760000,702500,735000,1155000,5,39,3.3,
MILDURA,155000,168000,159500,149000,155000,164500,163000,182000,190000,225000,220000,200000,-2,42,3.6,
MILL PARK,307000,340000,355000,328000,340000,357000,382500,395000,440000,455500,444500,438000,-2,45,3.8,
MITCHAM,400000,457000,494000,476000,491500,550000,641000,677500,677500,675000,696000,689500,3,74,5.7,
MOE,129000,129000,123000,135000,135500,170000,126000,137000,135000,133500,163000,123500,22,26,2.4,
MONT ALBERT,489500,546000,540000,567000,617500,600000,637500,727000,699000,740000,708500,990500,-4,45,3.8,
MONT ALBERT NORTH,508000,615500,725000,645000,778000,832500,870000,935000,1015000,1102000,887000,1140000,-20,75,5.7,
MONTMORENCY,405000,469000,480000,454500,463000,490500,552500,628000,711000,690500,685000,541000,-1,69,5.4,
MOONEE PONDS,410000,481000,476500,435000,475000,475000,463500,529500,534000,520000,483500,480000,-7,18,1.7,
MOORABBIN,450000,515000,471500,480000,495000,480000,484000,570000,650000,578000,683000,512000,18,52,4.3,
MOOROOLBARK,318500,372500,371500,360000,370000,381000,410500,495000,596500,569000,568500,558500,0,79,6.0,
MOOROOPNA,164500,139000,187000,169000,163000,157500,165000,167000,161500,164000,175000,187500,7,6,0.6,
MORDIALLOC,414000,440000,452000,430000,430000,455000,538500,545000,585000,644000,615000,585000,-5,49,4.0,
MORNINGTON,346000,390000,426000,410000,440000,462500,485000,587000,600000,670000,643000,613000,-4,86,6.4,
MORWELL,129000,130500,144000,150000,160000,145000,180000,155000,165000,150000,175500,162000,17,36,3.1,
MOUNT CLEAR,195000,225000,225000,276500,240500,256500,215000,227500,263000,270000,275500,375000,2,41,3.5,
MOUNT ELIZA,349000,400000,395000,375000,445000,475000,445000,500000,590000,535000,595000,520000,11,70,5.5,
MOUNT EVELYN,275000,355000,345000,370000,387500,423000,435500,438500,677000,645000,580000,580500,-10,111,7.7,
MOUNT MARTHA,340000,425000,338000,430000,365000,446500,510000,550000,631500,570000,650000,375000,14,91,6.7,
MOUNT PLEASANT,218500,230000,249000,195000,263500,235000,264500,255000,266500,275000,245000,275000,-11,12,1.1,
MOUNT WAVERLEY,545000,605000,613000,567500,656500,720000,800000,851000,929000,905000,954000,911000,5,75,5.8,
MULGRAVE,430000,515500,564000,478000,496000,500000,600000,614500,665000,750000,731000,838500,-3,70,5.5,
MURRUMBEENA,474500,437000,526500,500000,503000,525000,523000,530000,580000,598500,510000,508000,-15,7,0.7,
MYRTLEFORD,192500,192500,220000,213000,205000,199000,185000,265000,229000,241500,310000,239000,28,61,4.9,
NAGAMBIE,240000,267500,262000,232500,282000,279000,320000,262500,270000,340000,360000,372000,6,50,4.1,
NARRE WARREN,252500,287000,290000,305000,299000,295000,319000,350000,420000,440000,418000,427500,-5,66,5.2,
NEWBOROUGH,153000,191500,135000,150500,171000,65000,156000,161500,135500,165000,203500,230000,23,33,2.9,
NEWCOMB,234000,239000,257500,265000,268500,276500,280000,250000,298000,355000,353500,375000,0,51,4.2,
NEWPORT,475000,525000,515000,505000,495000,575000,620500,652500,730000,663000,730000,712500,10,54,4.4,
NEWTOWN (GREATER GEELONG),260000,312500,352500,340000,329000,337500,368000,420000,420500,396500,562000,382000,42,116,8.0,
NIDDRIE,399000,539000,471000,470000,500000,457000,545000,617500,646000,662500,656500,592500,-1,65,5.1,
NOBLE PARK,283000,319000,305000,315000,322000,322500,352000,390000,450000,480000,460000,480000,-4,63,5.0,
NOBLE PARK NORTH,305000,345000,350000,318000,350000,305000,381000,392500,477000,502000,515000,461000,3,69,5.4,
NORLANE,215000,224000,215500,218000,213500,221500,215000,225000,268000,290000,300000,315000,3,40,3.4,
NORTH BENDIGO,215000,205000,115000,219000,228000,222500,264500,240000,252500,266000,265000,273000,0,23,2.1,
NORTH GEELONG,225500,267500,310000,294000,178500,256000,277000,215000,313500,321500,396500,413000,23,76,5.8,
NORTH MELBOURNE,351000,375000,397500,420000,485500,529000,526500,550000,560000,540000,477500,488000,-12,36,3.1,
NORTHCOTE,370000,440000,480000,442000,509000,530000,500000,517500,508000,565000,585500,525000,4,58,4.7,
NOTTING HILL,335000,253500,315500,367500,409000,409000,400000,327000,338500,320000,396000,320000,24,18,1.7,
NUMURKAH,166000,174000,159500,180000,170000,150000,205000,160000,152500,190000,175000,171500,-8,6,0.5,
NUNAWADING,398500,462500,445000,421000,441000,480500,593500,652500,722500,599000,590500,837500,-1,48,4.0,
OAK PARK,407000,450000,456000,425000,470000,470000,517000,525000,580000,630000,658000,570000,4,62,4.9,
OAKLEIGH,403500,433000,420000,423500,426000,460000,485000,509500,420000,545000,540000,507500,-1,34,3.0,
OAKLEIGH EAST,445000,499000,540000,537000,570000,615000,680000,730000,810000,795000,791500,751000,0,78,5.9,
OAKLEIGH SOUTH,450000,529000,493000,380000,482500,506000,535000,663000,765000,760000,697500,819500,-8,55,4.5,
OCEAN GROVE,340000,390000,392500,400000,390000,410000,435000,491500,537500,605000,615000,507500,2,81,6.1,
OFFICER,335000,335000,370000,185000,160000,348000,362000,369000,387000,449000,430000,420000,-4,28,2.5,
ORMOND,419000,468500,532500,492000,505000,498500,485000,562000,577000,572500,605000,581500,6,44,3.7,
OSBORNE,383000,369000,390000,425500,452500,460000,500000,530000,561500,647500,640000,545500,-1,67,5.3,
PAKENHAM,240000,265000,272000,270000,272500,279500,290000,310000,355500,399000,370000,401000,-7,54,4.4,
PARKDALE,397000,477500,430500,489000,468500,499000,548500,617500,650000,689500,672000,859000,-3,69,5.4,
PARKVILLE,446000,545000,515000,510000,520000,505000,526000,526000,548000,500000,458000,495000,-8,3,0.3,
PASCOE VALE,399000,445500,432500,430500,445000,463000,478000,505000,580000,620000,610000,598000,-2,53,4.3,
PASCOE VALE SOUTH,410500,495000,465000,457500,460000,440000,495000,543000,620000,630000,600000,690000,-5,46,3.9,
PATTERSON LAKES,382000,378000,409000,380000,391000,417500,475000,470000,551000,625000,587500,496500,-6,54,4.4,
PAYNESVILLE,270000,250000,259000,210000,236500,236500,233000,266000,272500,272500,295000,275000,8,9,0.9,
POINT COOK,284500,315000,319500,315000,326000,327500,355000,377500,449500,472000,465000,457500,-1,63,5.0,
POINT LONSDALE,375000,475000,386500,366000,386500,413500,475000,610000,557500,675000,595500,535000,-12,59,4.7,
PORT FAIRY,331000,315000,377500,340000,460000,377500,331000,395000,590000,447500,522500,955000,17,58,4.7,
PORT MELBOURNE,581000,609000,605000,627000,690000,745000,670000,700000,720000,690000,729000,720500,6,25,2.3,
PORTARLINGTON,271500,292000,341000,299500,305000,295000,340000,356500,405000,460000,494000,543500,7,82,6.2,
PORTLAND,139000,205000,222500,215500,155000,225000,210000,150000,180000,171500,189500,193000,11,36,3.2,
PRAHRAN,385000,480000,485000,461000,515000,550000,530000,595000,577500,530000,590000,502000,11,53,4.4,
PRESTON,395000,430000,432000,393000,425000,440000,450000,455000,450000,500000,490000,488000,-2,24,2.2,
QUARRY HILL,270000,220000,207500,226000,267500,170500,282000,225000,226500,266000,283500,287500,7,5,0.5,
REDAN,189500,187000,209500,209000,171500,217500,218000,209500,230000,250000,260000,184000,4,37,3.2,
RESEARCH,440000,445000,425000,439500,546500,512000,578500,630000,605000,652500,672500,NA,3,53,4.3,
RESERVOIR,340000,361000,365000,355000,370000,381000,390000,430000,530500,562000,560500,560000,0,65,5.1,
RICHMOND,465000,510000,540000,540000,555500,539000,552000,552500,582500,597000,578500,645000,-3,24,2.2,
RIDDELLS CREEK,230000,275000,350000,340000,325000,350000,326500,380000,386500,400000,490000,420000,23,113,7.9,
RINGWOOD,345000,387500,385000,385000,410000,445000,475000,495000,558000,547000,532000,545000,-3,54,4.4,
RINGWOOD EAST,340000,400500,390000,380000,392500,440000,537500,542000,662500,632000,628000,642500,-1,85,6.3,
RINGWOOD NORTH,439000,441500,511000,442500,435000,600000,600000,733000,652500,827500,640000,818500,-23,46,3.8,
RIPPONLEA,373000,430000,405000,435000,427000,430000,482500,470000,612000,568000,525500,470000,-8,41,3.5,
ROMSEY,240000,245000,275000,275000,317500,319000,315500,330500,288000,350000,425000,382000,21,77,5.9,
ROSANNA,418500,502500,508000,494500,541000,480000,620000,646000,745000,745500,685000,790000,-8,64,5.1,
ROSEBUD,290000,335500,340000,330000,330000,370000,380000,432000,499000,535000,525000,587500,-2,81,6.1,
ROSEBUD SOUTH,257500,385000,371500,393000,430000,445000,453500,475000,520500,587500,520000,506000,-11,102,7.3,
ROWVILLE,377000,415000,400000,390000,393000,390000,420000,456500,460000,587500,578000,640500,-2,53,4.4,
ROXBURGH PARK,154000,335000,357000,266000,300500,314000,324000,321000,398000,390000,401000,373000,3,160,10.0,
RYE,265000,297500,327500,430500,320000,425000,370000,420000,490000,550000,475000,548500,-14,79,6.0,
SAFETY BEACH,345000,436000,430000,375000,439000,435500,312000,453500,668000,655000,665000,676000,2,93,6.8,
SALE,183000,195000,195000,231000,195000,205000,220000,221000,282500,215000,210000,250000,-2,15,1.4,
SAN REMO,376000,315000,385000,437000,341000,330000,255000,294000,351000,360000,228000,789500,-37,-39,-4.9,
SANCTUARY LAKES,345000,424000,370000,332500,370000,380000,382000,380500,429000,420000,535000,500000,27,55,4.5,
SANDHURST,234500,371000,381000,307500,330000,362500,440000,467000,587500,515000,592500,600000,15,153,9.7,
SANDRINGHAM,485000,595000,495000,458000,554000,535000,573500,721000,730000,645000,781000,630000,21,61,4.9,
SCORESBY,353500,355000,380000,436500,388000,455000,546500,550000,615000,615000,574500,555000,-7,63,5.0,
SEAFORD,280000,320000,336000,336000,350000,350000,360000,411500,463000,506500,495000,545000,-2,77,5.9,
SEBASTOPOL,199500,205000,201000,192500,221500,210000,215000,212000,218000,236000,235500,267000,0,18,1.7,
SEDDON,340500,377500,430000,430000,400000,430500,483000,522500,495000,740000,696000,425000,-6,104,7.4,
SEYMOUR,150000,146000,181500,180000,158000,175000,179500,190000,163000,195000,195000,238000,0,30,2.7,
SHEPPARTON,216000,197500,205000,221500,205000,214000,215000,210000,225000,195000,252000,264000,29,17,1.6,
SKYE,256500,315000,332000,261000,318000,354000,320000,339000,406500,468000,445000,472500,-5,74,5.7,
SOLDIERS HILL,186500,246000,177500,250000,193500,275000,255000,295000,284000,417000,331000,355000,-21,77,5.9,
SOMERVILLE,273000,275000,307500,295000,347500,329000,320000,350000,403500,475000,453500,460000,-5,66,5.2,
SORRENTO,730000,755000,867500,900000,1050000,1050000,940000,770000,1100000,1032500,890000,670000,-14,22,2.0,
SOUTH KINGSVILLE,441000,380000,432000,404000,484500,435500,413500,574000,630000,762500,643000,720000,-16,46,3.8,
SOUTH MELBOURNE,502500,545000,510000,515000,516000,567500,585000,591500,600000,610000,582500,547500,-5,16,1.5,
SOUTH MORANG,317000,350000,346500,350000,330000,337500,360000,365000,423000,450000,407000,459500,-10,28,2.5,
SOUTH YARRA,470000,555000,505000,535000,565000,567000,610000,650000,600000,580000,580000,586500,0,23,2.1,
SOUTHBANK,517000,563500,575000,540000,570500,547500,579000,600000,570000,575000,582500,532500,1,13,1.2,
SPOTSWOOD,417000,489000,480000,359000,485000,488500,410500,535000,646000,670000,650000,697000,-3,56,4.5,
SPRING GULLY,152500,150000,206500,242500,197500,235000,210000,220000,306500,282500,280000,289000,-1,84,6.3,
SPRINGVALE,340000,385000,345000,350000,365000,415000,420000,450000,493000,550000,508000,600000,-8,49,4.1,
SPRINGVALE SOUTH,294000,337500,316500,306500,329500,353000,398000,412000,454000,525000,470000,444500,-10,60,4.8,
ST ALBANS,259000,308000,312000,298500,295000,296000,325000,340000,385000,440000,430000,478500,-2,66,5.2,
ST ALBANS PARK,221000,245000,255000,247500,263000,239500,252500,261500,280000,327500,377500,227500,15,71,5.5,
ST KILDA,421000,480000,480000,462000,480000,491000,515000,518500,535000,527000,535000,570000,2,27,2.4,
ST KILDA EAST,426000,481000,470000,486000,475000,500000,548000,535000,575000,565500,590000,593000,4,38,3.3,
ST KILDA WEST,371000,479000,470000,529000,467000,495000,536500,545000,600000,511000,595000,690000,16,60,4.8,
ST LEONARDS,139500,231000,238000,295000,280000,320000,382500,325000,356000,345000,419000,375000,21,201,11.6,
STAWELL,150000,93500,168500,122500,127000,148000,160000,115000,163500,125000,244000,124000,95,63,5.0,
STRATHDALE,212500,241000,245000,260500,225000,262000,252500,239500,270000,260000,273500,373500,5,29,2.6,
STRATHMORE,490000,565000,570500,524000,533500,620000,519500,559000,695000,677500,732000,608000,8,49,4.1,
STRATHTULLOH,-,-,-,-,-,-,389000,389000,359000,409000,420000,NA,3,NA,NA,
STUDFIELD,395000,470000,470000,455000,445000,584500,550000,650000,720000,675000,721000,690000,7,83,6.2,
SUNBURY,260000,300000,310000,315000,307000,316000,320000,358000,375000,415000,395000,420000,-5,52,4.3,
SUNSHINE,260000,255000,310000,342500,330000,370000,375000,385000,412500,335000,390000,310000,16,50,4.1,
SUNSHINE NORTH,250000,315000,345000,288500,330000,345000,355000,415000,450000,455500,512000,475000,12,105,7.4,
SUNSHINE WEST,292500,358500,345000,343500,342000,350000,357500,387500,439000,464000,480000,482000,3,64,5.1,
SURREY HILLS,554000,616500,583500,600000,650000,625000,695000,735000,857500,753000,756000,850000,0,36,3.2,
SWAN HILL,180000,200000,190000,190000,185000,185000,189000,230000,222500,212000,245000,295000,16,36,3.1,
SYDENHAM,271000,295000,305500,314000,300000,295000,307500,342500,371000,426000,416000,427500,-2,54,4.4,
SYNDAL,470000,483000,512500,520000,659000,662500,855000,720000,870000,812500,880000,1262500,8,87,6.5,
TARNEIT,245000,272500,260000,288000,295000,299000,300000,320500,377500,403000,388000,400000,-4,58,4.7,
TATURA,155500,208000,205000,162000,166500,165000,197500,184500,180000,195000,221000,189000,13,42,3.6,
TEMPLESTOWE,500000,605500,540000,585500,588000,670500,732000,720000,765000,847500,740000,790000,-13,48,4.0,
TEMPLESTOWE LOWER,472500,530000,540000,532500,555000,567500,700000,699000,880000,799000,765000,870000,-4,62,4.9,
THOMASTOWN,277000,327500,325000,307500,309000,300000,314000,340000,438000,449000,457500,481000,2,65,5.1,
THOMSON (GREATER GEELONG),217500,282500,309000,310000,278000,300000,310500,308000,327000,365000,400500,393000,10,84,6.3,
THORNBURY,392000,390500,396500,390000,428500,459500,507500,519000,550000,560000,602000,545000,8,54,4.4,
TOORAK,645000,746500,740000,808000,787500,820500,1000000,1198000,985000,986500,1085500,865500,10,68,5.3,
TORQUAY,420000,420000,470000,442500,439000,452500,472000,485000,599000,660000,615000,680000,-7,46,3.9,
TRAFALGAR,220500,237000,240000,265000,252000,257500,235000,250000,275000,297500,310000,NA,4,41,3.5,
TRARALGON,184000,200000,229000,206000,195000,250000,209000,225000,205000,213500,215000,215000,1,17,1.6,
TRAVANCORE,415000,495000,500000,505000,429000,430000,352000,363000,352500,348500,348000,350500,0,-16,-1.7,
TRUGANINA,265000,298000,310000,277000,250000,282000,325000,334000,408000,430000,415000,412000,-3,57,4.6,
TULLAMARINE,300000,355500,327000,340000,330000,339000,362500,399500,472500,486000,480000,482500,-1,60,4.8,
TYABB,265000,235000,285000,304500,300000,335000,308000,320000,389000,428000,443000,479000,4,67,5.3,
VERMONT,390000,507000,497000,482500,530000,617500,677500,680000,741500,757500,725000,673000,-4,86,6.4,
VERMONT SOUTH,517000,610000,530000,530000,583000,600000,838000,699000,595000,795000,772500,951000,-3,49,4.1,
VIEWBANK,406500,494500,426500,405000,451000,475000,557500,510000,655000,580000,643500,568000,11,58,4.7,
WALLAN,231000,255000,250000,250000,246000,265000,263000,277000,310000,330000,360000,380000,9,56,4.5,
WALLAN EAST,236000,280000,280000,275000,267000,251000,245000,277000,322000,376500,358000,365000,-5,52,4.3,
WANGARATTA,175000,182500,187000,150500,175000,214000,210000,202000,190000,202500,229500,252000,13,31,2.7,
WANTIRNA,373500,460500,420000,416000,413000,460000,557500,575000,615000,667500,635000,740000,-5,70,5.5,
WANTIRNA SOUTH,362000,370000,375000,385000,425000,462000,485000,501500,510000,520000,495000,372500,-5,37,3.2,
WARRAGUL,225000,230000,244000,235000,243000,250000,242500,263000,290000,312500,300000,338500,-4,33,2.9,
WARRNAMBOOL,220000,259000,255000,256500,258000,258500,255000,252500,257000,252000,280000,264000,11,27,2.4,
WATSONIA,409000,407500,426000,424000,434000,455500,521000,549500,570000,525000,495000,625000,-6,21,1.9,
WENDOUREE,170000,190000,210000,230000,213000,240000,209000,240000,232500,225000,270000,280000,20,59,4.7,
WERRIBEE,238000,257000,273000,250000,250000,261500,287500,305000,360000,390000,380000,371000,-3,60,4.8,
WERRIBEE SOUTH,350000,469000,529000,425000,461000,568000,589000,432000,480000,420000,465000,718000,11,33,2.9,
WEST FOOTSCRAY,320000,300000,363000,370000,387500,410000,440000,429500,482500,432500,450000,421500,4,41,3.5,
WEST MELBOURNE,477500,519000,481000,442500,445000,470000,540500,530000,559000,555000,599000,466000,8,25,2.3,
WEST WODONGA,188000,198500,190000,186000,190000,195000,198000,205000,208000,215000,235000,217500,9,25,2.3,
WESTALL,330000,387500,390000,370000,367500,465000,530000,426500,585000,570000,570000,440000,0,73,5.6,
WESTGARTH,392500,447000,470000,465000,550000,480000,502000,485000,567500,538000,550000,700000,2,40,3.4,
WESTMEADOWS,342000,415000,367500,375000,385000,379000,399500,410000,455000,521000,510500,518000,-2,49,4.1,
WHEELERS HILL,395000,591500,465000,481000,665000,525500,632500,753500,862500,826000,803000,1018500,-3,103,7.4,
WHITE HILLS,200000,270000,170000,95000,260000,191500,210000,295000,260000,299000,255000,300000,-15,28,2.5,
WHITTINGTON,185000,212000,200000,223500,211000,289000,218500,209000,225000,330500,299000,350000,-10,62,4.9,
WHITTLESEA,235000,235000,270000,262500,285000,280000,281000,295000,337500,407500,330000,395000,-19,40,3.5,
WILLIAMS LANDING,203000,290000,333000,296500,287500,350000,375000,359000,389000,439000,395000,415000,-10,95,6.9,
WILLIAMSTOWN,393500,450000,449000,457500,540000,570000,563000,615000,715000,652000,600000,650000,-8,52,4.3,
WILLIAMSTOWN NORTH,355000,483500,345000,414000,535000,545000,489500,548000,531500,577000,737500,700000,28,108,7.6,
WINCHELSEA,207500,196000,225000,272500,270000,235000,292000,280000,315000,316000,348000,290000,10,68,5.3,
WINDSOR,420000,418500,480500,465000,530000,490000,505000,556000,555000,535000,487500,530000,-9,16,1.5,
WODONGA,172500,180000,190000,177000,184000,198000,188500,206000,240000,233500,221500,207500,-5,28,2.5,
WOLLERT,187000,197500,228000,209500,334000,339000,339000,390000,420000,406000,420000,430000,3,125,8.4,
WONTHAGGI,238000,275000,241000,260000,237500,233000,215000,257000,260000,306500,315000,398000,3,32,2.8,
WOODEND,228000,297500,315000,315000,437500,337500,422000,430000,560000,470000,516000,384500,10,126,8.5,
WYNDHAM VALE,240000,256000,275000,275000,250000,255000,240000,211000,254500,371000,378000,NA,2,57,4.6,
YARRA GLEN,230000,382500,412500,360000,325000,360000,410000,397500,580000,498000,425000,NA,-15,85,6.3,
YARRA JUNCTION,278500,235000,360000,264000,308500,345000,320000,374000,440000,469000,461500,355000,-2,66,5.2,
YARRAVILLE,415000,492000,468000,509500,480000,525000,550000,555000,550000,563000,654000,591000,16,58,4.6,
YARRAWONGA,200000,230000,238000,245000,214000,213500,228000,232500,236000,248000,275000,260000,11,38,3.2,